Model,Team,Condition,Harm,Metric,trials,mean,sd,se,ci,Format,Cases,Grading,Type,Model1,Model2,Model3,Provider,Label,Exclude
Gemini 2.0 Flash + GPT-4.1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.297,0.031,0.018,0.035,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,GPT-4.1,NA,Google + OpenAI,NA,NA
Gemini 2.0 Flash + GPT-5,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.107,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,GPT-5,NA,Google + OpenAI,NA,NA
Gemini 2.0 Flash + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.113,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,GPT-5 mini,NA,Google + OpenAI,NA,NA
Gemini 2.0 Flash + Gemini 2.0 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.11,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Gemini 2.0 Flash,NA,Google + Google,NA,NA
Gemini 2.0 Flash + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.103,0.021,0.012,0.024,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Gemini 2.5 Pro,NA,Google + Google,NA,NA
Gemini 2.0 Flash + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,5,0.112,0.008,0.004,0.007,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Llama 4 Maverick,NA,Google + Meta,NA,NA
Gemini 2.0 Flash + Llama 4 Scout,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.117,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Llama 4 Scout,NA,Google + Meta,NA,NA
Gemini 2.0 Flash + o3 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,5,0.104,0.009,0.004,0.008,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,o3 mini,NA,Google + OpenAI,NA,NA
Gemini 2.5 Flash + DeepSeek R1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.1,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,DeepSeek R1,NA,Google + DeepSeek,NA,NA
Gemini 2.5 Flash + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.087,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,GPT-5 mini,NA,Google + OpenAI,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.093,0.016,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Flash,NA,Google + Google,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,8,0.117,0.023,0.008,0.016,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Pro,NA,Google + Google,NA,NA
Gemini 2.5 Flash + LiSA 1.0,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.068,0.018,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,LiSA 1.0,NA,Google + AMBOSS,NA,NA
Gemini 2.5 Flash + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.091,0.021,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Llama 4 Maverick,NA,Google + Meta,NA,NA
Gemini 2.5 Pro + DeepSeek R1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.13,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,DeepSeek R1,NA,Google + DeepSeek,NA,NA
Gemini 2.5 Pro + GPT-4.1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,5,0.408,0.044,0.02,0.039,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,GPT-4.1,NA,Google + OpenAI,NA,NA
Gemini 2.5 Pro + GPT-5,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.097,0.015,0.009,0.017,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,GPT-5,NA,Google + OpenAI,NA,NA
Gemini 2.5 Pro + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.089,0.021,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,GPT-5 mini,NA,Google + OpenAI,NA,NA
Gemini 2.5 Pro + Gemini 2.0 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.09,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Gemini 2.0 Flash,NA,Google + Google,NA,NA
Gemini 2.5 Pro + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,8,0.128,0.018,0.006,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Gemini 2.5 Pro,NA,Google + Google,NA,NA
Gemini 2.5 Pro + LiSA 1.0,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.07,0.017,0.005,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,LiSA 1.0,NA,Google + AMBOSS,NA,NA
Gemini 2.5 Pro + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.11,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Llama 4 Maverick,NA,Google + Meta,NA,NA
Gemini 2.5 Pro + Llama 4 Scout,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.11,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Llama 4 Scout,NA,Google + Meta,NA,NA
Gemini 2.5 Pro + o3 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.117,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,o3 mini,NA,Google + OpenAI,NA,NA
Llama 4 Maverick + Claude 3.7 Sonnet,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,5,0.096,0.009,0.004,0.008,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Claude 3.7 Sonnet,NA,Meta + Anthropic,NA,NA
Llama 4 Maverick + DeepSeek R1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.117,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,DeepSeek R1,NA,Meta + DeepSeek,NA,NA
Llama 4 Maverick + GPT-4.1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.277,0.015,0.009,0.017,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,GPT-4.1,NA,Meta + OpenAI,NA,NA
Llama 4 Maverick + GPT-5,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.143,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,GPT-5,NA,Meta + OpenAI,NA,NA
Llama 4 Maverick + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.123,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,GPT-5 mini,NA,Meta + OpenAI,NA,NA
Llama 4 Maverick + Gemini 2.0 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.1,0.02,0.012,0.023,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Gemini 2.0 Flash,NA,Meta + Google,NA,NA
Llama 4 Maverick + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.12,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Gemini 2.5 Pro,NA,Meta + Google,NA,NA
Llama 4 Maverick + LiSA 1.0,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.079,0.014,0.004,0.008,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,LiSA 1.0,NA,Meta + AMBOSS,NA,NA
Llama 4 Maverick + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,8,0.105,0.009,0.003,0.006,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Llama 4 Maverick,NA,Meta + Meta,NA,NA
Llama 4 Maverick + Llama 4 Scout,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.12,0.026,0.015,0.03,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Llama 4 Scout,NA,Meta + Meta,NA,NA
Llama 4 Maverick + o3 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.11,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,o3 mini,NA,Meta + OpenAI,NA,NA
Llama 4 Scout + Claude 3.7 Sonnet,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.113,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Claude 3.7 Sonnet,NA,Meta + Anthropic,NA,NA
Llama 4 Scout + DeepSeek R1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,5,0.108,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,DeepSeek R1,NA,Meta + DeepSeek,NA,NA
Llama 4 Scout + GPT-4.1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.25,0.017,0.01,0.02,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,GPT-4.1,NA,Meta + OpenAI,NA,NA
Llama 4 Scout + GPT-5,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.123,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,GPT-5,NA,Meta + OpenAI,NA,NA
Llama 4 Scout + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.13,0,0,0,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,GPT-5 mini,NA,Meta + OpenAI,NA,NA
Llama 4 Scout + Gemini 2.0 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.11,0,0,0,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.0 Flash,NA,Meta + Google,NA,NA
Llama 4 Scout + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,10,0.078,0.023,0.007,0.014,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,NA,Meta + Google,NA,NA
Llama 4 Scout + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,8,0.135,0.009,0.003,0.006,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Maverick,NA,Meta + Meta,NA,NA
Llama 4 Scout + Llama 4 Scout,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,8,0.162,0.012,0.004,0.008,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,NA,Meta + Meta,NA,NA
Llama 4 Scout + o3 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.103,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,o3 mini,NA,Meta + OpenAI,NA,NA
o3 mini + Claude 3.7 Sonnet,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,4,0.1,0.008,0.004,0.008,NO,AllCases,Unanimous,AllHarm,o3 mini,Claude 3.7 Sonnet,NA,OpenAI + Anthropic,NA,NA
o3 mini + DeepSeek R1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.153,0.015,0.009,0.017,NO,AllCases,Unanimous,AllHarm,o3 mini,DeepSeek R1,NA,OpenAI + DeepSeek,NA,NA
o3 mini + GPT-4.1,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.357,0.021,0.012,0.024,NO,AllCases,Unanimous,AllHarm,o3 mini,GPT-4.1,NA,OpenAI + OpenAI,NA,NA
o3 mini + GPT-5,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.147,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,o3 mini,GPT-5,NA,OpenAI + OpenAI,NA,NA
o3 mini + GPT-5 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.173,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,o3 mini,GPT-5 mini,NA,OpenAI + OpenAI,NA,NA
o3 mini + Gemini 2.0 Flash,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.163,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,o3 mini,Gemini 2.0 Flash,NA,OpenAI + Google,NA,NA
o3 mini + Gemini 2.5 Pro,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.12,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,o3 mini,Gemini 2.5 Pro,NA,OpenAI + Google,NA,NA
o3 mini + Llama 4 Maverick,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.23,0.01,0.006,0.011,NO,AllCases,Unanimous,AllHarm,o3 mini,Llama 4 Maverick,NA,OpenAI + Meta,NA,NA
o3 mini + Llama 4 Scout,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.223,0.012,0.007,0.013,NO,AllCases,Unanimous,AllHarm,o3 mini,Llama 4 Scout,NA,OpenAI + Meta,NA,NA
o3 mini + o3 mini,2-Agent Teams,Advisor + Guardian,Severe,pct_cumulative,3,0.237,0.006,0.003,0.007,NO,AllCases,Unanimous,AllHarm,o3 mini,o3 mini,NA,OpenAI + OpenAI,NA,NA
DeepSeek R1 + DeepSeek R1 + DeepSeek R1,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.115,0.01,0.004,0.008,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,DeepSeek R1,DeepSeek R1,DeepSeek + DeepSeek + DeepSeek,NA,NA
DeepSeek R1 + DeepSeek R1 + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.107,0.015,0.006,0.012,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,DeepSeek R1,GPT-5,DeepSeek + DeepSeek + OpenAI,NA,NA
DeepSeek R1 + Gemini 2.0 Flash + Claude 3.7 Sonnet,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,9,0.087,0.018,0.006,0.012,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.0 Flash,Claude 3.7 Sonnet,DeepSeek + Google + Anthropic,NA,NA
DeepSeek R1 + Gemini 2.0 Flash + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.093,0.026,0.011,0.021,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.0 Flash,Gemini 2.5 Pro,DeepSeek + Google + Google,NA,NA
DeepSeek R1 + Gemini 2.0 Flash + LiSA 1.0,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.069,0.011,0.003,0.007,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.0 Flash,LiSA 1.0,DeepSeek + Google + AMBOSS,NA,NA
DeepSeek R1 + Gemini 2.5 Flash + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,4,0.095,0.021,0.01,0.02,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.5 Flash,GPT-5,DeepSeek + Google + OpenAI,NA,NA
DeepSeek R1 + Gemini 2.5 Flash + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.093,0.026,0.011,0.021,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.5 Flash,Gemini 2.5 Pro,DeepSeek + Google + Google,NA,NA
DeepSeek R1 + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.084,0.009,0.004,0.008,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,Gemini 2.5 Pro,GPT-5,DeepSeek + Google + OpenAI,NA,NA
GPT-5 + GPT-5 + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.127,0.018,0.007,0.014,NO,AllCases,Unanimous,AllHarm,GPT-5,GPT-5,GPT-5,OpenAI + OpenAI + OpenAI,NA,NA
Gemini 2.0 Flash + Claude 3.7 Sonnet + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,4,0.095,0.026,0.013,0.026,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Claude 3.7 Sonnet,Gemini 2.5 Pro,Google + Anthropic + Google,NA,NA
Gemini 2.0 Flash + Claude 3.7 Sonnet + LiSA 1.0,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.077,0.009,0.003,0.006,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Claude 3.7 Sonnet,LiSA 1.0,Google + Anthropic + AMBOSS,NA,NA
Gemini 2.0 Flash + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.101,0.017,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Gemini 2.0 Flash,Gemini 2.5 Pro,GPT-5,Google + Google + OpenAI,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Flash + Gemini 2.5 Flash,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.086,0.021,0.009,0.018,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Flash,Gemini 2.5 Flash,Google + Google + Google,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Flash + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.115,0.026,0.011,0.021,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Flash,Gemini 2.5 Pro,Google + Google + Google,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Pro + DeepSeek R1,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.092,0.019,0.009,0.017,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Pro,DeepSeek R1,Google + Google + DeepSeek,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.08,0.019,0.008,0.016,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Pro,GPT-5,Google + Google + OpenAI,NA,NA
Gemini 2.5 Flash + Gemini 2.5 Pro + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.097,0.015,0.006,0.012,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Gemini 2.5 Pro,Gemini 2.5 Pro,Google + Google + Google,NA,NA
Gemini 2.5 Flash + Llama 4 Maverick + DeepSeek R1,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,3,0.083,0.025,0.015,0.028,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Llama 4 Maverick,DeepSeek R1,Google + Meta + DeepSeek,NA,NA
Gemini 2.5 Flash + Llama 4 Maverick + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.086,0.013,0.006,0.012,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Llama 4 Maverick,GPT-5,Google + Meta + OpenAI,NA,NA
Gemini 2.5 Flash + Llama 4 Maverick + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.093,0.021,0.008,0.017,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Flash,Llama 4 Maverick,Gemini 2.5 Pro,Google + Meta + Google,NA,NA
Gemini 2.5 Pro + GPT-5 mini + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.097,0.021,0.007,0.013,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,GPT-5 mini,GPT-5,Google + OpenAI + OpenAI,NA,NA
Gemini 2.5 Pro + GPT-5 mini + LiSA 1.0,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.083,0.02,0.006,0.012,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,GPT-5 mini,LiSA 1.0,Google + OpenAI + AMBOSS,NA,NA
Gemini 2.5 Pro + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.103,0.018,0.007,0.014,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Gemini 2.5 Pro,GPT-5,Google + Google + OpenAI,NA,NA
Gemini 2.5 Pro + Gemini 2.5 Pro + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,6,0.118,0.012,0.005,0.009,NO,AllCases,Unanimous,AllHarm,Gemini 2.5 Pro,Gemini 2.5 Pro,Gemini 2.5 Pro,Google + Google + Google,NA,NA
Llama 4 Maverick + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,4,0.095,0.017,0.009,0.017,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Gemini 2.5 Pro,GPT-5,Meta + Google + OpenAI,NA,NA
Llama 4 Maverick + Llama 4 Maverick + Llama 4 Maverick,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.102,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Maverick,Llama 4 Maverick,Llama 4 Maverick,Meta + Meta + Meta,NA,NA
Llama 4 Scout + Gemini 2.5 Pro + DeepSeek R1,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.069,0.016,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,DeepSeek R1,Meta + Google + DeepSeek,NA,NA
Llama 4 Scout + Gemini 2.5 Pro + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.066,0.017,0.005,0.011,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,GPT-5,Meta + Google + OpenAI,NA,NA
Llama 4 Scout + Gemini 2.5 Pro + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.069,0.018,0.006,0.011,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,Gemini 2.5 Pro,Meta + Google + Google,NA,NA
Llama 4 Scout + Gemini 2.5 Pro + LiSA 1.0,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,10,0.047,0.016,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,LiSA 1.0,Meta + Google + AMBOSS,NA,NA
Llama 4 Scout + Gemini 2.5 Pro + Llama 4 Maverick,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,4,0.065,0.019,0.01,0.019,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Gemini 2.5 Pro,Llama 4 Maverick,Meta + Google + Meta,NA,NA
Llama 4 Scout + Llama 4 Maverick + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.118,0.016,0.007,0.014,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Maverick,GPT-5,Meta + Meta + OpenAI,NA,NA
Llama 4 Scout + Llama 4 Maverick + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.082,0.02,0.009,0.018,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Maverick,Gemini 2.5 Pro,Meta + Meta + Google,NA,NA
Llama 4 Scout + Llama 4 Maverick + Llama 4 Maverick,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.134,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Maverick,Llama 4 Maverick,Meta + Meta + Meta,NA,NA
Llama 4 Scout + Llama 4 Maverick + Llama 4 Scout,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.134,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Maverick,Llama 4 Scout,Meta + Meta + Meta,NA,NA
Llama 4 Scout + Llama 4 Scout + DeepSeek R1,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.104,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,DeepSeek R1,Meta + Meta + DeepSeek,NA,NA
Llama 4 Scout + Llama 4 Scout + GPT-5,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.12,0.021,0.009,0.019,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,GPT-5,Meta + Meta + OpenAI,NA,NA
Llama 4 Scout + Llama 4 Scout + Gemini 2.5 Pro,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,3,0.083,0.015,0.009,0.017,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,Gemini 2.5 Pro,Meta + Meta + Google,NA,NA
Llama 4 Scout + Llama 4 Scout + Llama 4 Maverick,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,5,0.154,0.011,0.005,0.01,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,Llama 4 Maverick,Meta + Meta + Meta,NA,NA
Llama 4 Scout + Llama 4 Scout + Llama 4 Scout,3-Agent Teams,Advisor + Guardian + Guardian,Severe,pct_cumulative,4,0.155,0.013,0.006,0.013,NO,AllCases,Unanimous,AllHarm,Llama 4 Scout,Llama 4 Scout,Llama 4 Scout,Meta + Meta + Meta,NA,NA
Claude 3.7 Sonnet,Solo Models,Advisor,Severe,pct_cumulative,10,0.12,0.008,0.003,0.005,NO,AllCases,Unanimous,AllHarm,Claude 3.7 Sonnet,NA,NA,Anthropic,NA,NA
Claude Haiku 4.5,Solo Models,Advisor,Severe,pct_cumulative,20,0.136,0.015,0.003,0.007,NO,AllCases,Unanimous,AllHarm,Claude Haiku 4.5,NA,NA,Anthropic,NA,NA
Claude Sonnet 4.5,Solo Models,Advisor,Severe,pct_cumulative,20,0.104,0.022,0.005,0.009,NO,AllCases,Unanimous,AllHarm,Claude Sonnet 4.5,NA,NA,Anthropic,NA,NA
DeepSeek R1,Solo Models,Advisor,Severe,pct_cumulative,20,0.098,0.019,0.004,0.008,NO,AllCases,Unanimous,AllHarm,DeepSeek R1,NA,NA,DeepSeek,NA,NA
DeepSeek V3.1,Solo Models,Advisor,Severe,pct_cumulative,15,0.106,0.015,0.004,0.008,NO,AllCases,Unanimous,AllHarm,DeepSeek V3.1,NA,NA,DeepSeek,NA,NA
